Tier;FICO;Approve Date;Term;Amount;Previous APR;Car  Type;Competition APR;Accept;APR;Prime;Partner Bin
2;708;13-04-2004;60;22000; ;U;4,39;0;5,89;1,10;3
2;698;13-04-2004;60;24999; ;U;4,39;0;5,89;1,10;2
2;684;13-04-2004;60;18441; ;U;4,39;1;5,89;1,10;1
3;689;14-04-2004;60;24000; ;U;4,39;0;6,19;1,10;2
3;693;14-04-2004;60;18500; ;U;4,39;0;6,19;1,10;3
3;699;15-04-2004;60;20000; ;U;4,39;0;6,19;1,10;1
3;697;14-04-2004;60;18000; ;U;4,39;1;6,19;1,10;1
2;704;15-04-2004;60;23750; ;U;4,39;0;5,89;1,10;1
3;690;15-04-2004;60;20000; ;U;4,39;0;6,19;1,10;3
2;712;15-04-2004;60;24000; ;U;4,39;0;5,89;1,10;1
2;701;15-04-2004;60;20000; ;U;4,39;1;5,89;1,10;1
2;703;15-04-2004;60;25000; ;U;4,39;0;5,89;1,10;1
2;709;15-04-2004;60;22000; ;U;4,39;0;5,89;1,10;1
3;690;15-04-2004;60;24800; ;U;4,39;0;6,19;1,10;3
2;701;16-04-2004;60;22999; ;U;4,39;0;5,89;1,10;2
3;698;16-04-2004;60;18900; ;U;4,39;0;6,19;1,10;1
1;690;17-04-2004;60;25000; ;U;4,55;0;4,39;1,10;1
2;702;17-04-2004;60;24681; ;U;4,55;0;5,89;1,10;2
1;703;18-04-2004;60;18633; ;U;4,55;1;4,39;1,10;1
2;703;17-04-2004;60;20157; ;U;4,55;1;5,89;1,10;3
1;687;18-04-2004;60;20000; ;U;4,55;1;4,39;1,10;3
3;695;18-04-2004;60;20000; ;U;4,55;0;6,19;1,10;1
3;685;18-04-2004;60;24550; ;U;4,55;0;6,19;1,10;3
3;697;18-04-2004;60;22000; ;U;4,55;0;6,19;1,10;1
3;698;18-04-2004;60;20760; ;U;4,55;0;6,19;1,10;1
2;705;18-04-2004;60;23744; ;U;4,55;1;5,89;1,10;3
2;702;19-04-2004;60;19999; ;U;4,55;0;5,89;1,10;2
2;694;19-04-2004;60;24826; ;U;4,55;1;5,89;1,10;2
3;697;19-04-2004;60;18000; ;U;4,55;0;6,19;1,10;1
2;701;19-04-2004;60;18048; ;U;4,55;0;5,89;1,10;1
3;697;19-04-2004;60;25000; ;U;4,55;0;6,19;1,10;3
3;698;19-04-2004;60;20800; ;U;4,55;0;6,19;1,10;1
2;712;19-04-2004;60;23000; ;U;4,55;0;5,89;1,10;1
2;704;20-04-2004;60;20134; ;U;4,55;0;5,89;1,10;1
3;685;20-04-2004;60;17999; ;U;4,55;0;6,69;1,10;1
3;687;20-04-2004;60;23220; ;U;4,55;0;6,69;1,10;3
2;712;20-04-2004;60;21034; ;U;4,55;1;5,89;1,10;3
1;704;20-04-2004;60;20000; ;U;4,55;0;4,55;1,10;3
2;707;20-04-2004;60;25000; ;U;4,55;0;5,89;1,10;1
3;693;20-04-2004;60;24500; ;U;4,55;0;6,69;1,10;3
1;707;21-04-2004;60;25000; ;U;4,55;0;4,55;1,10;1
2;709;21-04-2004;60;25000; ;U;4,55;0;5,89;1,10;3
3;692;21-04-2004;60;21688; ;U;4,55;1;6,69;1,10;1
3;698;22-04-2004;60;25000; ;U;4,55;0;6,69;1,10;1
3;711;22-04-2004;60;25000; ;U;4,55;0;5,79;1,10;2
1;707;23-04-2004;60;20999; ;U;4,55;0;4,55;1,10;2
3;698;23-04-2004;60;23000; ;U;4,55;0;6,69;1,10;3
2;705;23-04-2004;60;25000; ;U;4,55;0;5,89;1,10;3
2;704;24-04-2004;60;20000; ;U;4,65;0;5,89;1,10;2
3;696;24-04-2004;60;20000; ;U;4,65;0;6,69;1,10;1
2;707;25-04-2004;60;19000; ;U;4,65;0;5,89;1,10;1
2;711;25-04-2004;60;22000; ;U;4,65;0;5,89;1,10;3
2;702;26-04-2004;60;20000; ;U;4,65;0;5,89;1,10;3
3;686;26-04-2004;60;20000; ;U;4,65;0;6,69;1,10;1
2;685;26-04-2004;60;19000; ;U;4,65;0;5,89;1,10;3
3;697;26-04-2004;60;23000; ;U;4,65;0;6,69;1,10;1
3;698;26-04-2004;60;22290; ;U;4,65;0;6,69;1,10;3
2;711;26-04-2004;60;22500; ;U;4,65;0;5,89;1,10;1
3;707;28-04-2004;60;24894; ;U;4,65;0;5,89;1,10;1
3;694;26-04-2004;60;20350; ;U;4,65;0;6,69;1,10;1
2;704;27-04-2004;60;18000; ;U;4,65;0;5,89;1,10;2
2;711;28-04-2004;60;25000; ;U;4,65;0;6,29;1,10;1
3;696;28-04-2004;60;18180; ;U;4,65;1;6,69;1,10;3
2;693;28-04-2004;60;25000; ;U;4,65;0;5,89;1,10;2
3;687;28-04-2004;60;18315; ;U;4,65;0;6,69;1,10;1
3;696;29-04-2004;60;24999; ;U;4,65;0;7,04;1,10;2
2;685;29-04-2004;60;24700; ;U;4,65;0;6,29;1,10;1
3;707;29-04-2004;60;23073; ;U;4,65;0;6,29;1,10;1
3;690;29-04-2004;60;22000; ;U;4,65;0;7,04;1,10;1
3;685;29-04-2004;60;25000; ;U;4,65;0;7,04;1,10;3
2;707;29-04-2004;60;23000; ;U;4,65;0;6,29;1,10;1
3;698;30-04-2004;60;20000; ;U;4,65;0;7,04;1,10;2
2;700;30-04-2004;60;24999; ;U;4,65;0;6,29;1,10;1
2;700;30-04-2004;60;25000; ;U;4,65;0;6,29;1,10;1
2;704;30-04-2004;60;22250; ;U;4,65;1;6,29;1,10;1
2;709;30-04-2004;60;20000; ;U;4,65;0;6,29;1,10;1
1;689;30-04-2004;60;19500; ;U;4,65;0;4,65;1,10;3
3;687;03-05-2004;60;21000; ;U;4,65;0;7,04;1,10;2
3;688;02-05-2004;60;18609; ;U;4,65;0;7,04;1,10;1
3;693;03-05-2004;60;18000; ;U;4,65;0;7,04;1,10;3
3;693;03-05-2004;60;17999; ;U;4,65;0;7,04;1,10;1
3;695;03-05-2004;60;23000; ;U;4,65;0;7,04;1,10;3
2;708;03-05-2004;60;22400; ;U;4,65;1;6,29;1,10;3
2;698;04-05-2004;60;22500; ;U;4,65;0;6,29;1,10;3
3;694;04-05-2004;60;17999; ;U;4,65;0;7,04;1,10;3
3;684;04-05-2004;60;18500; ;U;4,65;1;7,04;1,10;1
2;711;05-05-2004;60;25000; ;U;4,65;1;6,29;1,10;1
2;712;05-05-2004;60;24000; ;U;4,65;0;6,29;1,10;2
3;696;05-05-2004;60;20000; ;U;4,65;0;7,04;1,10;2
2;701;05-05-2004;60;18000; ;U;4,65;1;6,29;1,10;1
2;711;06-05-2004;60;25000; ;U;4,65;0;6,29;1,10;3
2;704;07-05-2004;60;21947; ;U;4,65;0;6,29;1,10;1
2;710;07-05-2004;60;19500; ;U;4,65;0;6,29;1,10;3
1;709;07-05-2004;60;19000; ;U;4,65;0;4,65;1,10;1
3;696;08-05-2004;60;18210; ;U;4,75;0;7,04;1,10;3
3;696;08-05-2004;60;25000; ;U;4,75;0;7,04;1,10;1
2;694;10-05-2004;60;20000; ;U;4,75;0;6,29;1,10;1
2;711;10-05-2004;60;24353; ;U;4,75;0;6,29;1,10;3
3;691;10-05-2004;60;20644; ;U;4,75;1;7,04;1,10;1
3;687;10-05-2004;60;22600; ;U;4,75;0;7,79;1,10;3
2;702;11-05-2004;60;25000; ;U;4,75;0;6,99;1,10;1
2;710;11-05-2004;60;24000; ;U;4,75;0;6,99;1,10;1
2;702;11-05-2004;60;18999; ;U;4,75;0;6,99;1,10;3
3;691;11-05-2004;60;23000; ;U;4,75;0;7,79;1,10;3
2;711;14-05-2004;60;20001; ;U;4,75;0;6,99;1,10;1
2;708;12-05-2004;60;24999; ;U;4,75;0;6,99;1,10;1
2;708;12-05-2004;60;22226; ;U;4,75;0;6,99;1,10;2
3;695;12-05-2004;60;19999; ;U;4,75;0;7,79;1,10;2
3;691;13-05-2004;60;24000; ;U;4,75;0;7,79;1,10;3
3;698;14-05-2004;60;22000; ;U;4,75;0;7,79;1,10;3
3;692;14-05-2004;60;17879; ;U;4,75;1;7,79;1,10;1
4;699;16-05-2004;60;24999; ;U;4,95;0;10,09;1,10;3
3;696;15-05-2004;60;20000; ;U;4,95;0;7,79;1,10;2
3;688;15-05-2004;60;24000; ;U;4,95;0;7,79;1,10;1
3;705;15-05-2004;60;20000; ;U;4,95;0;7,04;1,10;1
2;702;16-05-2004;60;24000; ;U;4,95;0;6,99;1,10;1
1;702;16-05-2004;60;22750; ;U;4,95;0;4,75;1,10;1
3;697;17-05-2004;60;24000; ;U;4,95;0;7,79;1,10;1
3;692;17-05-2004;60;25000; ;U;4,95;0;7,79;1,10;3
3;708;17-05-2004;60;20181; ;U;4,95;0;7,04;1,10;3
2;703;17-05-2004;60;20000; ;U;4,95;1;6,99;1,10;1
2;712;17-05-2004;60;22000; ;U;4,95;0;6,99;1,10;3
2;706;17-05-2004;60;24000; ;U;4,95;0;6,99;1,10;3
2;703;18-05-2004;60;23000; ;U;4,95;0;6,99;1,10;3
3;694;19-05-2004;60;21000; ;U;4,95;0;7,99;1,10;3
3;690;19-05-2004;60;24000; ;U;4,95;0;7,99;1,10;3
3;685;19-05-2004;60;21000; ;U;4,95;0;7,99;1,10;3
1;694;20-05-2004;60;25000; ;U;4,95;0;4,95;1,10;1
3;688;20-05-2004;60;24500; ;U;4,95;1;7,99;1,10;3
3;699;21-05-2004;60;21899; ;U;4,95;0;7,99;1,10;2
3;692;21-05-2004;60;25000; ;U;4,95;0;7,99;1,10;2
3;684;21-05-2004;60;25000; ;U;4,95;0;7,99;1,10;1
2;701;23-05-2004;60;25000; ;U;4,95;0;6,99;1,10;3
3;689;23-05-2004;60;22376; ;U;4,95;0;7,99;1,10;1
1;709;23-05-2004;60;23910; ;U;4,95;0;4,95;1,10;3
2;707;25-05-2004;60;20000; ;U;4,95;0;6,99;1,10;3
3;687;25-05-2004;60;24999; ;U;4,95;0;7,99;1,10;2
3;698;25-05-2004;60;23000; ;U;4,95;0;7,99;1,10;1
3;696;25-05-2004;60;23999; ;U;4,95;1;7,99;1,10;1
3;685;25-05-2004;60;19000; ;U;4,95;1;7,99;1,10;3
3;685;25-05-2004;60;23500; ;U;4,95;0;7,99;1,10;3
2;689;25-05-2004;60;25000; ;U;4,95;0;6,99;1,10;3
3;686;26-05-2004;60;23678; ;U;4,95;0;7,99;1,10;3
2;711;26-05-2004;60;20865; ;U;4,95;1;6,99;1,10;3
2;707;26-05-2004;60;24000; ;U;4,95;0;6,99;1,10;3
2;690;27-05-2004;60;24999; ;U;4,95;0;7,19;1,11;2
3;685;27-05-2004;60;25000; ;U;4,95;0;8,24;1,11;1
2;707;27-05-2004;60;21789; ;U;4,95;0;7,19;1,11;3
1;711;28-05-2004;60;25000; ;U;4,95;0;4,95;1,11;1
2;687;29-05-2004;60;23000; ;U;4,95;0;7,19;1,11;3
3;695;29-05-2004;60;20000; ;U;4,95;0;8,24;1,11;2
1;688;01-06-2004;60;20719; ;U;4,95;0;4,95;1,13;3
3;708;30-05-2004;60;23000; ;U;4,95;0;7,24;1,11;2
3;696;31-05-2004;60;24499; ;U;4,95;0;8,24;1,11;3
3;699;01-06-2004;60;20000; ;U;4,95;0;8,24;1,13;1
3;687;01-06-2004;60;19999; ;U;4,95;0;8,24;1,13;3
2;700;01-06-2004;60;18605; ;U;4,95;1;7,19;1,13;1
2;685;01-06-2004;60;25000; ;U;4,95;0;7,19;1,13;3
2;706;01-06-2004;60;24000; ;U;4,95;0;7,19;1,13;1
3;698;02-06-2004;60;20000; ;U;4,95;0;8,24;1,13;2
3;687;02-06-2004;60;17808; ;U;4,95;0;8,24;1,13;1
2;712;02-06-2004;60;18000; ;U;4,95;0;7,19;1,13;1
2;701;02-06-2004;60;24658; ;U;4,95;0;7,19;1,13;2
2;700;02-06-2004;60;20419; ;U;4,95;1;7,19;1,13;1
2;703;02-06-2004;60;20999; ;U;4,95;0;7,19;1,13;2
3;688;02-06-2004;60;21387; ;U;4,95;0;8,24;1,13;1
1;697;03-06-2004;60;23850; ;U;4,95;0;4,95;1,15;3
2;711;03-06-2004;60;25000; ;U;4,95;0;7,19;1,15;1
2;711;03-06-2004;60;25000; ;U;4,95;0;5;1,15;1
2;701;03-06-2004;60;18000; ;U;4,95;1;7,19;1,15;2
3;699;03-06-2004;60;20596; ;U;4,95;0;8,24;1,15;2
3;690;03-06-2004;60;25000; ;U;4,95;0;8,24;1,15;2
3;684;04-06-2004;60;20900; ;U;4,95;1;8,24;1,16;1
3;685;04-06-2004;60;25000; ;U;4,95;0;8,24;1,16;3
3;688;04-06-2004;60;21499; ;U;4,95;1;8,24;1,16;1
2;710;04-06-2004;60;25000; ;U;4,95;0;7,19;1,16;1
2;700;05-06-2004;60;23000; ;U;4,95;0;7,19;1,16;3
2;702;05-06-2004;60;24999; ;U;4,95;1;7,19;1,16;1
3;696;05-06-2004;60;25000; ;U;4,95;0;8,24;1,16;1
2;700;05-06-2004;60;24000; ;U;4,95;0;7,19;1,16;1
2;700;08-06-2004;60;18200; ;U;4,95;1;7,19;1,18;2
1;691;07-06-2004;60;23500; ;U;4,95;0;4,95;1,17;1
3;685;07-06-2004;60;20000; ;U;4,95;0;8,24;1,17;1
2;711;07-06-2004;60;24000; ;U;4,95;0;7,19;1,17;3
1;704;08-06-2004;60;22996; ;U;4,95;0;4,95;1,18;1
2;710;08-06-2004;60;24999; ;U;4,95;0;7,19;1,18;1
3;685;08-06-2004;60;23000; ;U;4,95;0;8,24;1,18;3
2;693;08-06-2004;60;21603; ;U;4,95;0;7,19;1,18;2
1;705;08-06-2004;60;24400; ;U;4,95;0;4,95;1,18;3
3;686;08-06-2004;60;24000; ;U;4,95;0;8,24;1,18;3
3;697;08-06-2004;60;24890; ;U;4,95;0;8,24;1,18;2
3;696;09-06-2004;60;22000; ;U;4,95;0;8,24;1,19;1
3;696;10-06-2004;60;25000; ;U;4,95;0;8,24;1,21;2
1;688;10-06-2004;60;25000; ;U;4,95;0;4,95;1,21;3
3;690;11-06-2004;60;19999; ;U;4,95;0;8,24;1,24;1
3;693;12-06-2004;60;21999; ;U;5,05;0;8,24;1,24;2
3;690;11-06-2004;60;24000; ;U;4,95;0;8,24;1,24;1
3;692;11-06-2004;60;19798; ;U;4,95;1;8,24;1,24;1
3;691;11-06-2004;60;24000; ;U;4,95;0;8,24;1,24;3
2;693;13-06-2004;60;24000; ;U;5,05;0;7,19;1,24;1
2;698;13-06-2004;60;25000; ;U;5,05;0;7,19;1,24;1
3;692;14-06-2004;60;24999; ;U;5,05;0;8,24;1,25;1
3;687;14-06-2004;60;20000; ;U;5,05;0;8,24;1,25;3
3;696;14-06-2004;60;25000; ;U;5,05;0;8,24;1,25;1
3;690;14-06-2004;60;23500; ;U;5,05;0;8,24;1,25;3
2;700;14-06-2004;60;20026; ;U;5,05;0;7,19;1,25;1
2;705;14-06-2004;60;25000; ;U;5,05;0;7,19;1,25;1
2;705;14-06-2004;60;21000; ;U;5,05;0;7,19;1,25;3
3;690;15-06-2004;60;20000; ;U;5,05;0;8,35;1,28;3
3;693;15-06-2004;60;20596; ;U;5,05;0;8,35;1,28;1
2;689;15-06-2004;60;22500; ;U;5,05;0;7,24;1,28;3
3;685;16-06-2004;60;20000; ;U;5,05;1;8,35;1,26;3
2;708;16-06-2004;60;22000; ;U;5,05;0;7,24;1,26;1
1;693;16-06-2004;60;25000; ;U;5,05;0;5,05;1,26;1
2;708;17-06-2004;60;20000; ;U;5,05;0;7,24;1,28;3
3;689;17-06-2004;60;24000; ;U;5,05;0;8,35;1,28;3
2;711;17-06-2004;60;24000; ;U;5,05;0;7,24;1,28;1
2;712;18-06-2004;60;20000; ;U;5,05;0;7,24;1,28;1
2;687;18-06-2004;60;21999; ;U;5,05;0;7,24;1,28;2
2;702;18-06-2004;60;24000; ;U;5,05;0;7,24;1,28;2
3;684;19-06-2004;60;21895; ;U;5,05;1;8,35;1,28;3
2;702;19-06-2004;60;22094; ;U;5,05;0;7,24;1,28;3
3;690;21-06-2004;60;25000; ;U;5,05;0;8,35;1,29;1
1;705;21-06-2004;60;19000; ;U;5,05;0;5,05;1,29;1
3;698;22-06-2004;60;25000; ;U;5,05;0;8,35;1,29;3
1;703;22-06-2004;60;25000; ;U;5,05;0;5,05;1,29;3
2;697;22-06-2004;60;22500; ;U;5,05;1;7,24;1,29;2
2;704;22-06-2004;60;25000; ;U;5,05;0;7,24;1,29;3
3;697;22-06-2004;60;24785; ;U;5,05;0;8,35;1,29;2
3;698;22-06-2004;60;25000; ;U;5,05;0;8,35;1,29;1
3;697;23-06-2004;60;25000; ;U;5,05;0;8,35;1,30;2
2;706;24-06-2004;60;21357; ;U;5,05;0;7,24;1,32;1
3;698;24-06-2004;60;22500; ;U;5,05;0;8,35;1,32;3
3;691;24-06-2004;60;25000; ;U;5,05;0;8,35;1,32;1
3;692;24-06-2004;60;22000; ;U;5,05;0;8,35;1,32;1
2;709;24-06-2004;60;20000; ;U;5,05;0;7,24;1,32;2
3;684;25-06-2004;60;21500; ;U;5,05;0;8,35;1,33;3
2;709;25-06-2004;60;23500; ;U;5,05;0;7,24;1,33;3
2;701;25-06-2004;60;22000; ;U;5,05;0;7,24;1,33;1
3;690;27-06-2004;60;24000; ;U;5,05;0;8,35;1,33;1
2;711;27-06-2004;60;23300; ;U;5,05;0;7,24;1,33;3
1;701;27-06-2004;60;18400; ;U;5,05;1;5,05;1,33;2
3;685;27-06-2004;60;25000; ;U;5,05;0;8,35;1,33;1
3;693;28-06-2004;60;18480; ;U;5,05;0;8,35;1,34;1
2;712;27-06-2004;60;25000; ;U;5,05;0;7,24;1,33;3
3;690;28-06-2004;60;18700; ;U;5,05;0;8,35;1,34;3
3;691;28-06-2004;60;24000; ;U;5,05;0;8,35;1,34;3
2;690;28-06-2004;60;21500; ;U;5,05;0;7,24;1,34;1
1;711;28-06-2004;60;22700; ;U;5,05;1;5,05;1,34;3
3;694;29-06-2004;60;22108; ;U;5,05;0;8,35;1,36;3
3;691;29-06-2004;60;25000; ;U;5,05;0;8,35;1,36;1
3;693;29-06-2004;60;22000; ;U;5,05;0;8,35;1,36;3
2;701;30-06-2004;60;25000; ;U;5,05;0;7,24;1,37;1
3;696;30-06-2004;60;25000; ;U;5,05;0;8,35;1,37;1
3;697;30-06-2004;60;21999; ;U;5,05;0;8,35;1,37;3
3;687;30-06-2004;60;19000; ;U;5,05;0;8,35;1,37;2
3;691;30-06-2004;60;24000; ;U;5,05;0;8,35;1,37;3
2;707;30-06-2004;60;18772; ;U;5,05;1;7,24;1,37;1
3;691;01-07-2004;60;24999; ;U;5,05;0;8,35;1,36;2
3;695;01-07-2004;60;21000; ;U;5,05;0;8,35;1,36;1
2;708;02-07-2004;60;22000; ;U;5,05;0;7,24;1,36;1
3;689;02-07-2004;60;23162; ;U;5,05;0;8,35;1,36;1
2;712;03-07-2004;60;25000; ;U;5,05;0;7,24;1,36;3
3;695;04-07-2004;60;25000; ;U;5,05;0;8,35;1,36;1
3;705;04-07-2004;60;19000; ;U;5,05;0;7,29;1,36;2
3;685;06-07-2004;60;20000; ;U;5,05;0;8,35;1,35;2
3;704;06-07-2004;60;20000; ;U;5,05;0;7,29;1,35;2
2;705;06-07-2004;60;24617; ;U;5,05;0;7,24;1,35;3
2;705;06-07-2004;60;24771; ;U;5,05;0;7,24;1,35;2
2;703;06-07-2004;60;22800; ;U;5,05;0;7,24;1,35;1
1;709;06-07-2004;60;21124; ;U;5,05;1;5,05;1,35;1
3;689;06-07-2004;60;17898; ;U;5,05;0;8,35;1,35;1
3;687;06-07-2004;60;23500; ;U;5,05;0;8,35;1,35;2
3;687;06-07-2004;60;21000; ;U;5,05;0;8,35;1,35;1
2;701;06-07-2004;60;24955; ;U;5,05;1;7,24;1,35;3
1;701;06-07-2004;60;21000; ;U;5,05;0;5,05;1,35;3
3;696;07-07-2004;60;19999; ;U;5,05;0;8,35;1,35;2
3;687;07-07-2004;60;23000; ;U;5,05;0;8,35;1,35;3
2;703;07-07-2004;60;20000; ;U;5,05;0;7,24;1,35;2
1;707;07-07-2004;60;24999; ;U;5,05;0;5,05;1,35;3
3;692;08-07-2004;60;25000; ;U;5,05;0;8,35;1,36;1
2;708;08-07-2004;60;19999; ;U;5,05;0;7,24;1,36;2
3;693;08-07-2004;60;25000; ;U;5,05;0;8,35;1,36;3
3;711;08-07-2004;60;24000; ;U;5,05;0;7,29;1,36;2
3;696;08-07-2004;60;25000; ;U;5,05;0;8,35;1,36;1
1;706;09-07-2004;60;18766; ;U;5,05;0;5,05;1,37;1
3;698;09-07-2004;60;20000; ;U;5,05;0;8,35;1,37;3
2;712;09-07-2004;60;20000; ;U;5,05;0;7,24;1,37;2
2;705;09-07-2004;60;25000; ;U;5,05;0;7,24;1,37;2
3;684;09-07-2004;60;25000; ;U;5,05;0;8,1;1,37;3
2;705;09-07-2004;60;24999; ;U;5,05;0;7,24;1,37;1
3;685;10-07-2004;60;18348; ;U;5,05;1;8,35;1,37;1
2;705;10-07-2004;60;21500; ;U;5,05;0;7,24;1,37;3
2;712;12-07-2004;60;22000; ;U;5,05;0;7,24;1,38;1
3;702;12-07-2004;60;20990; ;U;5,05;1;7,29;1,38;1
3;685;12-07-2004;60;18000; ;U;5,05;0;8,35;1,38;1
3;686;12-07-2004;60;25000; ;U;5,05;1;8,35;1,38;1
2;689;12-07-2004;60;23180; ;U;5,05;0;6,24;1,38;3
2;704;12-07-2004;60;19145; ;U;5,05;0;7,24;1,38;1
3;699;12-07-2004;60;20500; ;U;5,05;0;8,35;1,38;1
2;705;12-07-2004;60;25000; ;U;5,05;0;7,24;1,38;1
3;691;13-07-2004;60;23000; ;U;5,05;0;8,35;1,38;2
3;685;13-07-2004;60;21000; ;U;5,05;0;8,35;1,38;1
1;694;13-07-2004;60;25000; ;U;5,05;0;5,05;1,38;2
2;712;13-07-2004;60;20000; ;U;5,05;0;6,24;1,38;3
2;704;14-07-2004;60;20000; ;U;5,05;0;6,24;1,39;3
2;700;14-07-2004;60;22000; ;U;5,05;0;7,24;1,39;1
3;684;14-07-2004;60;25000; ;U;5,05;0;8,35;1,39;1
2;704;14-07-2004;60;20000; ;U;5,05;0;7,24;1,39;1
3;690;14-07-2004;60;24000; ;U;5,05;0;8,35;1,39;1
3;700;14-07-2004;60;21200; ;U;5,05;1;4,59;1,39;3
2;705;15-07-2004;60;25000; ;U;5,05;0;7,24;1,41;2
2;712;15-07-2004;60;21000; ;U;5,05;0;7,24;1,41;1
2;701;16-07-2004;60;18000; ;U;5,05;0;7,24;1,42;2
3;687;16-07-2004;60;21979; ;U;5,05;0;8,35;1,42;1
3;688;16-07-2004;60;21900; ;U;5,05;0;8,35;1,42;1
3;685;16-07-2004;60;25000; ;U;5,05;0;8,35;1,42;1
2;711;17-07-2004;60;20000; ;U;5,05;0;6,34;1,42;2
3;692;17-07-2004;60;22000; ;U;5,05;0;8,35;1,42;3
3;695;17-07-2004;60;25000; ;U;5,05;0;8,35;1,42;1
3;690;17-07-2004;60;19000; ;U;5,05;0;8,35;1,42;3
2;709;18-07-2004;60;23300; ;U;5,05;0;6,34;1,42;1
3;687;19-07-2004;60;25000; ;U;5,05;0;8,35;1,42;2
3;696;19-07-2004;60;20000; ;U;5,05;0;8,35;1,42;2
2;710;19-07-2004;60;25000; ;U;5,05;0;6,34;1,42;1
3;690;19-07-2004;60;19924; ;U;5,05;0;8,35;1,42;3
3;706;19-07-2004;60;22500; ;U;5,05;0;8,35;1,42;3
3;687;19-07-2004;60;18500; ;U;5,05;1;8,35;1,42;1
2;706;19-07-2004;60;20500; ;U;5,05;1;6,34;1,42;1
3;688;20-07-2004;60;22000; ;U;5,05;0;8,35;1,43;1
2;712;20-07-2004;60;18681; ;U;5,05;1;6,34;1,43;1
3;691;20-07-2004;60;25000; ;U;5,05;0;8,35;1,43;2
2;701;21-07-2004;60;25000; ;U;5,05;0;6,34;1,43;1
3;690;21-07-2004;60;19999; ;U;5,05;0;8,35;1,43;3
2;701;21-07-2004;60;22999; ;U;5,05;0;6,34;1,43;2
2;709;22-07-2004;60;20000; ;U;5,05;0;6,34;1,45;3
2;706;22-07-2004;60;23434; ;U;5,05;1;6,34;1,45;1
2;704;22-07-2004;60;18703; ;U;5,05;1;6,34;1,45;1
2;704;22-07-2004;60;23000; ;U;5,05;0;6,34;1,45;1
2;705;23-07-2004;60;19256; ;U;5,05;0;6,34;1,45;3
2;707;23-07-2004;60;18942; ;U;5,05;1;6,34;1,45;3
2;704;23-07-2004;60;20000; ;U;5,05;0;6,34;1,45;2
3;699;01-08-2004;60;24000; ;U;5,15;0;8,55;1,50;3
3;695;01-08-2004;60;20000; ;U;5,15;0;8,55;1,50;1
3;690;02-08-2004;60;20846; ;U;5,15;1;8,55;1,51;3
2;709;02-08-2004;60;19500; ;U;5,15;0;6,34;1,51;1
2;703;02-08-2004;60;24000; ;U;5,15;0;6,34;1,51;3
3;712;02-08-2004;60;22258; ;U;5,15;0;6,39;1,51;3
2;708;02-08-2004;60;21500; ;U;5,15;0;6,34;1,51;3
2;700;02-08-2004;60;25000; ;U;5,15;0;6,34;1,51;1
2;706;02-08-2004;60;20000; ;U;5,15;0;6,34;1,51;3
2;704;02-08-2004;60;24000; ;U;5,15;0;6,34;1,51;3
3;698;02-08-2004;60;20000; ;U;5,15;0;8,55;1,51;1
3;685;03-08-2004;60;23000; ;U;5,15;0;8,65;1,53;3
2;704;04-08-2004;60;24999; ;U;5,15;0;6,44;1,54;2
2;712;04-08-2004;60;21500; ;U;5,15;0;6,44;1,54;2
2;706;04-08-2004;60;25000; ;U;5,15;0;6,44;1,54;2
2;693;04-08-2004;60;21079; ;U;5,15;1;6,44;1,54;2
2;704;04-08-2004;60;25000; ;U;5,15;0;6,44;1,54;3
3;696;05-08-2004;60;21000; ;U;5,15;0;8,65;1,56;1
2;707;05-08-2004;60;23082; ;U;5,15;0;6,44;1,56;3
2;708;05-08-2004;60;18000; ;U;5,15;0;6,44;1,56;1
2;699;05-08-2004;60;22000; ;U;5,15;0;6,44;1,56;1
3;687;05-08-2004;60;22158; ;U;5,15;1;8,65;1,56;1
3;694;06-08-2004;60;25000; ;U;5,15;0;8,65;1,57;3
2;705;06-08-2004;60;25000; ;U;5,15;0;6,44;1,57;3
3;698;06-08-2004;60;20000; ;U;5,15;0;8,55;1,57;3
3;696;06-08-2004;60;20000; ;U;5,15;0;8,65;1,57;1
2;709;06-08-2004;60;25000; ;U;5,15;0;6,44;1,57;3
2;705;07-08-2004;60;18000; ;U;5,15;0;6,44;1,57;1
2;706;09-08-2004;60;20180; ;U;5,15;1;6,44;1,57;1
3;685;08-08-2004;60;22000; ;U;5,15;0;8,65;1,57;3
3;699;09-08-2004;60;19387; ;U;5,15;0;8,65;1,57;1
2;707;09-08-2004;60;24000; ;U;5,15;0;6,44;1,57;1
2;709;09-08-2004;60;20161; ;U;5,15;1;6,44;1,57;3
3;692;09-08-2004;60;23000; ;U;5,15;0;8,65;1,57;3
2;705;10-08-2004;60;19000; ;U;5,15;0;6,44;1,58;1
2;707;10-08-2004;60;24861; ;U;5,15;1;6,44;1,58;3
3;691;11-08-2004;60;25000; ;U;5,15;0;8,65;1,60;1
2;710;11-08-2004;60;19000; ;U;5,15;0;6,44;1,60;3
3;690;13-08-2004;60;18000; ;U;5,15;0;8,65;1,60;1
2;708;13-08-2004;60;25000; ;U;5,15;0;6,44;1,60;3
3;685;16-08-2004;60;21999; ;U;5,15;0;8,65;1,60;3
3;684;16-08-2004;60;25000; ;U;5,15;0;8,65;1,60;1
2;705;16-08-2004;60;25000; ;U;5,15;0;6,44;1,60;1
3;691;16-08-2004;60;19718; ;U;5,15;1;8,65;1,60;3
2;700;16-08-2004;60;25000; ;U;5,15;0;6,44;1,60;1
